start_date,end_date,status,ip_address,progress,duration_in_seconds,finished,recorded_date,response_id,recipient_last_name,recipient_first_name,recipient_email,external_reference,location_latitude,location_longitude,distribution_channel,user_language,q62,q81,q82,q99,q100,q66_first_click,q66_last_click,q66_page_submit,q66_click_count,q57_1,q57_2,q57_3,q57_4,q57_5,q57_6,q59_1,q59_2,q59_3,q59_4,q90_2,q90_5,q90_11,q90_12,q96_1,q96_2,q96_3,q96_4,q98,q100_1,q61,q62_1,q92,q94,q19,q20,q21,q22,q23,comments,q97,qid,ytid,video_link,worker_id,assignment_id,hit_id,treatment_arm,start_date_w2,end_date_w2,survey_time_w2,right_to_own_importance_w2,assault_ban_w2,handgun_ban_w2,concealed_safe_w2,stricter_laws_w2,gun_index_w2,gun_index_2_w2,trust_majornews,trust_localnews,trust_social,trust_youtube,fabricate_majornews,fabricate_youtube,media_trust,smart_dems,smart_reps,comfort_dems,comfort_reps,ft_dems,ft_reps
2021-06-17 22:21:26,2021-06-17 22:23:59,IP Address,76.95.189.76,100,152,True,2021-06-17 22:23:59,R_1FQBakZB3mLobXS,NA,NA,NA,NA,33.907501220703125,-117.78659820556640625,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,NA,NA,NA,NA,3,4,3,3,2,"No understanding
1
",Somewhat disagree,Neither agree nor disagree,Slightly agree,Strongly disagree,100,23,19,97,Some,Some,Not at all,Not at all,Once in a while,About half the time,Somewhat,A little,Somewhat comfortable,Not too comfortable,Regulate gun ownership,Strongly support,Strongly support,Much less safe,Strongly support,NA,no,90313,NA,NA,28dd525aecb141b5e2f0cccc2d91965f87d02c5d2bd50abf9d3a1003dda21cd7,3X08E93BHVIGKKA324TQHYU5PPZ664,3VMHWJRYHUFM08PGEI0IMXPFMIYXFU,control,2021-06-17T22:21:26Z,2021-06-17T22:23:59Z,153,0,0,0,0,0,0,0,0.6666666666666666,0.6666666666666666,0,0,0.75,0.5,0.6666666666666666,0.5,0.25,0.6666666666666666,0.3333333333333333,19,97
2021-06-17 22:21:12,2021-06-17 22:24:27,IP Address,50.231.89.162,100,195,True,2021-06-17 22:24:27,R_3exhOgSnv3X0fCa,NA,NA,NA,NA,37.751007080078125,-97.82199859619140625,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,NA,NA,NA,NA,3,"Full understanding
5
","Full understanding
5
",3,4,3,Slightly agree,Somewhat agree,Somewhat agree,Strongly agree,54,83,91,82,A lot,Some,A lot,Some,About half the time,About half the time,Very,Somewhat,Somewhat comfortable,Somewhat comfortable,Regulate gun ownership,Somewhat support,Somewhat oppose,Somewhat less safe,Somewhat support,NA,none,58511,NA,NA,1183bb423f828002a1468e20c55bc71f24e5192771ca1650cfa2bf1de7940555,386CSBG1OZM9U2TNHD7ON3BWPQAQ6K,3087LXLJ6LFE3IJ5B6BBDJ24CBE0F3,control,2021-06-17T22:21:12Z,2021-06-17T22:24:27Z,195,0,0.25,0.75,0.25,0.25,0.3,0.3125,1,0.6666666666666666,1,0.6666666666666666,0.5,0.5,1,0.75,0.5,0.6666666666666666,0.6666666666666666,91,82
2021-06-17 22:21:51,2021-06-17 22:24:42,IP Address,24.211.141.175,100,170,True,2021-06-17 22:24:42,R_0GjJgdijDrfKJP3,NA,NA,NA,NA,35.91510009765625,-79.097198486328125,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,NA,NA,NA,NA,2,3,2,3,2,"No understanding
1
",Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,24,57,68,39,Some,Not too much,Some,Not at all,About half the time,Once in a while,Somewhat,Somewhat,Somewhat comfortable,Somewhat comfortable,Regulate gun ownership,Somewhat support,Somewhat support,No difference,Somewhat support,NA,no,72005,NA,NA,1ec6dd070d30f56d684f255a784bc2954d0ab40d59ca3d8086026eb06ddbd878,37FMASSAYCR2JGMZ0WJNPH62CH5BIO,3R5LWXWHRZ7SE8LBP2604IPRNXYXGT,control,2021-06-17T22:21:51Z,2021-06-17T22:24:42Z,171,0,0.25,0.25,0.5,0.25,0.25,0.25,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0.5,0.75,0.6666666666666666,0.5,0.5,0.6666666666666666,0.6666666666666666,68,39
2021-06-17 22:23:15,2021-06-17 22:24:59,IP Address,24.192.185.69,100,104,True,2021-06-17 22:24:59,R_2ziQ6ZgnStzbhuV,NA,NA,NA,NA,42.5137939453125,-82.93959808349609375,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,NA,NA,NA,NA,3,2,3,3,4,3,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,52,39,43,50,Not too much,Not too much,Not too much,Some,About half the time,About half the time,A little,Somewhat,Not too comfortable,Somewhat comfortable,Protect the right to own guns,Strongly oppose,Strongly oppose,Much safer,Strongly oppose,NA,NA,15367,NA,NA,5d39b189db7c39ea2c39333365529361cd41d652e05370096753e74711963f52,3AAJC4I4FGSUWP9LOSKQN0S5GZGZJU,3JMNNNO3B03NAE8EGIPP0VHJ4CO2WN,control,2021-06-17T22:23:15Z,2021-06-17T22:24:59Z,104,1,1,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.3333333333333333,0.25,0.5,0.3333333333333333,0.6666666666666666,43,50
2021-06-17 22:22:07,2021-06-17 22:25:11,IP Address,68.39.238.227,100,184,True,2021-06-17 22:25:11,R_2CU4UOzQFX4LlQi,NA,NA,NA,NA,41.1510009765625,-85.125,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,NA,NA,NA,NA,4,"Full understanding
5
",4,3,"Full understanding
5
","No understanding
1
",Slightly agree,Slightly agree,Slightly agree,Strongly disagree,100,15,10,94,Not too much,Some,Not too much,Some,About half the time,Once in a while,A little,Very,Somewhat comfortable,Somewhat comfortable,Protect the right to own guns,Neither support nor oppose,Somewhat oppose,Somewhat safer,Neither support nor oppose,NA,no,32297,NA,NA,52b7e018a4ab3e308575bf62b8a46ed9ffa792a37701e618150621b60ae07139,3YDTZAI2WXG7YB5SDAOUP4JALND41J,3VGET1QSZZYUWF5KMU6KWMYRFSA7W8,control,2021-06-17T22:22:07Z,2021-06-17T22:25:11Z,184,1,0.5,0.75,0.75,0.5,0.7,0.75,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.75,0.3333333333333333,0.25,0.75,0.6666666666666666,0.6666666666666666,10,94
2021-06-17 22:20:42,2021-06-17 22:25:23,IP Address,108.18.96.52,100,280,True,2021-06-17 22:25:23,R_1LjSqgAcIsv66sr,NA,NA,NA,NA,38.749298095703125,-77.49179840087890625,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,4.838,67.26,90.421,2,3,4,4,3,3,"No understanding
1
",Slightly agree,Strongly agree,Strongly agree,Somewhat agree,0,58,61,10,A lot,A lot,Not too much,Some,Once in a while,Once in a while,Somewhat,A little,Extremely comfortable,Not too comfortable,Regulate gun ownership,Strongly support,Somewhat support,Somewhat less safe,Strongly support,NA,NA,63789,NA,https://videoexperiment.online/?startvid=S93BohYCUNI000001&topicid=S93BohYCUNI_june2021_31_18_a&allowDupe=1&id=63789,9eb0d5bd422be3cfb87a8c803d26c788306bcf4e9b6f2ca0ff124661e39f48fe,3DR23U6WE5EQZXEU4ZKH4WEWQVXTEM,3OND0WXMHVEX84P5E3YQ1TGLMR1EH1,anti_31,2021-06-17T22:20:42Z,2021-06-17T22:25:23Z,281,0,0,0.25,0.25,0,0.1,0.125,1,1,0.3333333333333333,0.6666666666666666,0.75,0.75,1,0.5,0.25,1,0.3333333333333333,61,10
2021-06-17 22:23:17,2021-06-17 22:25:34,IP Address,138.88.180.93,100,136,True,2021-06-17 22:25:34,R_1IELANeMiNrLgof,NA,NA,NA,NA,38.930694580078125,-77.16729736328125,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,NA,NA,NA,NA,"Full understanding
5
","Full understanding
5
","Full understanding
5
",4,4,4,Slightly disagree,Strongly agree,Strongly agree,Slightly disagree,0,40,36,0,A lot,Some,Some,A lot,Once in a while,Once in a while,Somewhat,Not at all,Somewhat comfortable,Not too comfortable,Regulate gun ownership,Strongly support,Strongly support,Much less safe,Strongly support,NA,NA,14022,NA,NA,4bf6b9273aff976cc612a63829a85f70f31e047ad8055eba519526129c4794dd,33PPO7FECVFVYDKJESATK7U2F2HID2,3FO95NVK5BZB7H8QB3UP4EM6AR7SRC,control,2021-06-17T22:23:17Z,2021-06-17T22:25:34Z,137,0,0,0,0,0,0,0,1,0.6666666666666666,0.6666666666666666,1,0.75,0.75,1,0.5,0,0.6666666666666666,0.3333333333333333,36,0
2021-06-17 22:20:43,2021-06-17 22:25:43,IP Address,68.34.74.124,100,299,True,2021-06-17 22:25:43,R_3dLZB3F2a9Sx7ur,NA,NA,NA,NA,42.19549560546875,-83.48940277099609375,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,NA,NA,NA,NA,4,3,4,4,4,3,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,0,50,50,50,Some,A lot,Not too much,Not too much,About half the time,About half the time,Very,Somewhat,Somewhat comfortable,Somewhat comfortable,Protect the right to own guns,Somewhat oppose,Somewhat oppose,No difference,Somewhat oppose,NA,NA,69592,NA,NA,4aca28874b09237ea34b7b7b868ce1b115fbabc0495819d270945cd1a7de8c16,3IJXV6UZ1XJPZN3OWT5DPWB6U38IR8,3S829FDFT10P2OBKNC5SYXMUA5IXDJ,control,2021-06-17T22:20:43Z,2021-06-17T22:25:43Z,300,1,0.75,0.75,0.5,0.75,0.75,0.75,0.6666666666666666,1,0.3333333333333333,0.3333333333333333,0.5,0.5,0.6666666666666666,0.75,0.5,0.6666666666666666,0.6666666666666666,50,50
2021-06-17 22:23:13,2021-06-17 22:25:56,IP Address,73.98.112.187,100,163,True,2021-06-17 22:25:57,R_28YsSrIfh18vv4Y,NA,NA,NA,NA,32.32440185546875,-106.66829681396484375,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,NA,NA,NA,NA,4,3,"Full understanding
5
",4,3,3,Slightly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,55,30,30,60,Some,Some,Not too much,Some,Once in a while,Once in a while,Somewhat,Somewhat,Somewhat comfortable,Somewhat comfortable,Protect the right to own guns,Strongly oppose,Strongly oppose,Somewhat safer,Strongly oppose,NA,Thanks!,50863,NA,NA,28fbfbfe7794ef11de9aa45dcda089be0684e42566d0d7e87657325675cbc62f,3OVHNO1VE61HT39TEWYFK2XSBFJZDG,38XPGNCKHSZKY3NWUM3H78V3HHHV41,control,2021-06-17T22:23:13Z,2021-06-17T22:25:56Z,163,1,1,1,0.75,1,0.95,0.9375,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,0.75,0.6666666666666666,0.5,0.5,0.6666666666666666,0.6666666666666666,30,60
2021-06-17 22:23:53,2021-06-17 22:26:03,IP Address,108.178.196.58,100,129,True,2021-06-17 22:26:04,R_2PALiYQ4qAN0Ez1,NA,NA,NA,NA,30.846405029296875,-85.69000244140625,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,NA,NA,NA,NA,"No understanding
1
","No understanding
1
","No understanding
1
","No understanding
1
","No understanding
1
","No understanding
1
",Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,0,100,100,0,A lot,Not too much,Not at all,Not too much,Never,About half the time,Extremely,Not at all,Extremely comfortable,Not at all comfortable,Regulate gun ownership,Strongly support,Strongly support,Much safer,Strongly support,NA,NA,65631,NA,NA,6fb7bb08c3ac7b6c98179c6ab4a523e88d4e11d9329a89b65c986cb501aae41b,3AZHRG4CU4KM9Q16HDFB1U8U2VC03S,3WRBLBQ2GQ7KHIF0MQHTV42GDQE0G2,control,2021-06-17T22:23:53Z,2021-06-17T22:26:03Z,130,0,0,0,1,0,0.2,0.25,1,0.3333333333333333,0,0.3333333333333333,1,0.5,1,1,0,1,0,100,0
2021-06-17 22:24:17,2021-06-17 22:26:43,IP Address,68.52.123.161,100,146,True,2021-06-17 22:26:44,R_1P5ehZehySQmFHb,NA,NA,NA,NA,36.0048065185546875,-86.78859710693359375,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,NA,NA,NA,NA,"Full understanding
5
","Full understanding
5
","Full understanding
5
","Full understanding
5
","Full understanding
5
",2,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,0,71,78,11,A lot,A lot,Not too much,Not too much,Never,About half the time,Somewhat,Somewhat,Extremely comfortable,Somewhat comfortable,Regulate gun ownership,Strongly support,Somewhat oppose,Somewhat less safe,Strongly support,NA,NA,84776,NA,NA,ff95e87c706ac97247c0372ecd04bc5e33925a752397823d9cb08c153917745a,34J10VATJFYPNMOOJEGDK611YH6QIF,3V0TR1NRV9106FKYJRCLBLHQW7HA4G,control,2021-06-17T22:24:17Z,2021-06-17T22:26:43Z,146,0,0,0.75,0.25,0,0.2,0.25,1,1,0.3333333333333333,0.3333333333333333,1,0.5,1,0.5,0.5,1,0.6666666666666666,78,11
2021-06-17 22:23:34,2021-06-17 22:26:59,IP Address,75.9.156.237,100,204,True,2021-06-17 22:26:59,R_4YhHayB5CCmWidP,NA,NA,NA,NA,42.989593505859375,-88.0876007080078125,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,NA,NA,NA,NA,"Full understanding
5
","Full understanding
5
","Full understanding
5
","Full understanding
5
",4,4,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Slightly agree,0,91,89,31,A lot,Some,Not too much,Not at all,Once in a while,Most of the time,Very,Somewhat,Extremely comfortable,Somewhat comfortable,Regulate gun ownership,Strongly support,Strongly support,Somewhat less safe,Strongly support,NA,NA,71514,NA,NA,794a0c424fac7f2e806019508b0906260f57be333ae8eca5563a9f9da7d245a3,3LQ8PUHQFLSCATPL0OTJBS907UAIHB,3FO95NVK5BZB7H8QB3UP4EM6AR7SRC,control,2021-06-17T22:23:34Z,2021-06-17T22:26:59Z,205,0,0,0,0.25,0,0.05,0.0625,1,0.6666666666666666,0.3333333333333333,0,0.75,0.25,1,0.75,0.5,1,0.6666666666666666,89,31
2021-06-17 22:23:42,2021-06-17 22:27:06,IP Address,167.73.205.122,100,203,True,2021-06-17 22:27:07,R_UuqcPOmsv1lMcbD,NA,NA,NA,NA,42.933197021484375,-85.65309906005859375,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,NA,NA,NA,NA,3,3,2,2,3,"No understanding
1
",Strongly disagree,Strongly agree,Slightly agree,Strongly disagree,44,45,65,76,Not at all,Some,Not at all,Not too much,About half the time,About half the time,Very,Very,Extremely comfortable,Extremely comfortable,Protect the right to own guns,Somewhat oppose,Strongly oppose,No difference,Somewhat support,NA,"No comments, thanks Again!",10543,NA,NA,ad6b3211aa8bac1cc018b408a5f26aa931d5f06fb4bd3645afbbc4a68851c9e1,3HYA4D452RJOLCKDGVKRLRQ62J12FN,3VGET1QSZZYUWF5KMU6KWMYRFSA7W8,control,2021-06-17T22:23:42Z,2021-06-17T22:27:06Z,204,1,0.75,1,0.5,0.25,0.7,0.8125,0,0.6666666666666666,0,0.3333333333333333,0.5,0.5,0,0.75,0.75,1,1,65,76
